AC Milan;Sassuolo;2--1;38;Serie A;2013_2014
Chievo;Inter;2--1;38;Serie A;2013_2014
Fiorentina;Torino;2--2;38;Serie A;2013_2014
Lazio;Bologne;1--0;38;Serie A;2013_2014
Naples;Hellas Vérone;5--1;38;Serie A;2013_2014
Parma;Livorno;2--0;38;Serie A;2013_2014
Catania;Atalanta;2--1;38;Serie A;2013_2014
Genoa;AS Rome;1--0;38;Serie A;2013_2014
Juventus;Cagliari;3--0;38;Serie A;2013_2014
Udinese;Sampdoria;3--3;38;Serie A;2013_2014
AS Rome;Juventus;0--1;37;Serie A;2013_2014
Bologne;Catania;1--2;37;Serie A;2013_2014
Cagliari;Chievo;0--1;37;Serie A;2013_2014
Livorno;Fiorentina;0--1;37;Serie A;2013_2014
Sampdoria;Naples;2--5;37;Serie A;2013_2014
Sassuolo;Genoa;4--2;37;Serie A;2013_2014
Torino;Parma;1--1;37;Serie A;2013_2014
Atalanta;AC Milan;2--1;37;Serie A;2013_2014
Inter;Lazio;4--1;37;Serie A;2013_2014
Hellas Vérone;Udinese;2--2;37;Serie A;2013_2014
Naples;Cagliari;3--0;36;Serie A;2013_2014
Fiorentina;Sassuolo;3--4;36;Serie A;2013_2014
Juventus;Atalanta;1--0;36;Serie A;2013_2014
Lazio;Hellas Vérone;3--3;36;Serie A;2013_2014
AC Milan;Inter;1--0;36;Serie A;2013_2014
Catania;AS Rome;4--1;36;Serie A;2013_2014
Chievo;Torino;0--1;36;Serie A;2013_2014
Genoa;Bologne;0--0;36;Serie A;2013_2014
Parma;Sampdoria;2--0;36;Serie A;2013_2014
Udinese;Livorno;5--3;36;Serie A;2013_2014
Sassuolo;Juventus;1--3;35;Serie A;2013_2014
Atalanta;Genoa;1--1;35;Serie A;2013_2014
Cagliari;Parma;1--0;35;Serie A;2013_2014
Livorno;Lazio;0--2;35;Serie A;2013_2014
Sampdoria;Chievo;2--1;35;Serie A;2013_2014
Torino;Udinese;2--0;35;Serie A;2013_2014
Hellas Vérone;Catania;4--0;35;Serie A;2013_2014
Inter;Naples;0--0;35;Serie A;2013_2014
Bologne;Fiorentina;0--3;35;Serie A;2013_2014
AS Rome;AC Milan;2--0;35;Serie A;2013_2014
Fiorentina;AS Rome;0--1;34;Serie A;2013_2014
Juventus;Bologne;1--0;34;Serie A;2013_2014
AC Milan;Livorno;3--0;34;Serie A;2013_2014
Atalanta;Hellas Vérone;1--2;34;Serie A;2013_2014
Catania;Sampdoria;2--1;34;Serie A;2013_2014
Chievo;Sassuolo;0--1;34;Serie A;2013_2014
Genoa;Cagliari;1--2;34;Serie A;2013_2014
Lazio;Torino;3--3;34;Serie A;2013_2014
Parma;Inter;0--2;34;Serie A;2013_2014
Udinese;Naples;1--1;34;Serie A;2013_2014
Udinese;Juventus;0--2;33;Serie A;2013_2014
AC Milan;Catania;1--0;33;Serie A;2013_2014
Hellas Vérone;Fiorentina;3--5;33;Serie A;2013_2014
Livorno;Chievo;2--4;33;Serie A;2013_2014
Naples;Lazio;4--2;33;Serie A;2013_2014
Sampdoria;Inter;0--4;33;Serie A;2013_2014
Torino;Genoa;2--1;33;Serie A;2013_2014
Bologne;Parma;1--1;33;Serie A;2013_2014
AS Rome;Atalanta;3--1;33;Serie A;2013_2014
Sassuolo;Cagliari;1--1;33;Serie A;2013_2014
Genoa;AC Milan;1--2;32;Serie A;2013_2014
Juventus;Livorno;2--0;32;Serie A;2013_2014
Parma;Naples;1--0;32;Serie A;2013_2014
Atalanta;Sassuolo;0--2;32;Serie A;2013_2014
Cagliari;AS Rome;1--3;32;Serie A;2013_2014
Catania;Torino;1--2;32;Serie A;2013_2014
Fiorentina;Udinese;2--1;32;Serie A;2013_2014
Lazio;Sampdoria;2--0;32;Serie A;2013_2014
Inter;Bologne;2--2;32;Serie A;2013_2014
Chievo;Hellas Vérone;0--1;32;Serie A;2013_2014
Livorno;Inter;2--2;31;Serie A;2013_2014
Udinese;Catania;1--0;31;Serie A;2013_2014
Naples;Juventus;2--0;31;Serie A;2013_2014
Hellas Vérone;Genoa;3--0;31;Serie A;2013_2014
Lazio;Parma;3--2;31;Serie A;2013_2014
Sampdoria;Fiorentina;0--0;31;Serie A;2013_2014
Torino;Cagliari;2--1;31;Serie A;2013_2014
Sassuolo;AS Rome;0--2;31;Serie A;2013_2014
AC Milan;Chievo;3--0;31;Serie A;2013_2014
Bologne;Atalanta;0--2;31;Serie A;2013_2014
Inter;Udinese;0--0;30;Serie A;2013_2014
Atalanta;Livorno;2--0;30;Serie A;2013_2014
Cagliari;Hellas Vérone;1--0;30;Serie A;2013_2014
Catania;Naples;2--4;30;Serie A;2013_2014
Chievo;Bologne;3--0;30;Serie A;2013_2014
Fiorentina;AC Milan;0--2;30;Serie A;2013_2014
Genoa;Lazio;2--0;30;Serie A;2013_2014
Juventus;Parma;2--1;30;Serie A;2013_2014
