Augsburg;Hamburger SV;1--3;34;Bundesliga;2015_2016
Bayern;Hannover;3--1;34;Bundesliga;2015_2016
Bremen;Frankfurt;1--0;34;Bundesliga;2015_2016
Darmstadt;Monchengladbach;0--2;34;Bundesliga;2015_2016
Dortmund;FC Koln;2--2;34;Bundesliga;2015_2016
Hoffenheim;Schalke 04;1--4;34;Bundesliga;2015_2016
Leverkusen;Ingolstadt;3--2;34;Bundesliga;2015_2016
Mainz;Hertha;0--0;34;Bundesliga;2015_2016
Wolfsburg;Stuttgart;3--1;34;Bundesliga;2015_2016
FC Koln;Bremen;0--0;33;Bundesliga;2015_2016
Frankfurt;Dortmund;1--0;33;Bundesliga;2015_2016
Hamburger SV;Wolfsburg;0--1;33;Bundesliga;2015_2016
Hannover;Hoffenheim;1--0;33;Bundesliga;2015_2016
Hertha;Darmstadt;1--2;33;Bundesliga;2015_2016
Ingolstadt;Bayern;1--2;33;Bundesliga;2015_2016
Monchengladbach;Leverkusen;2--1;33;Bundesliga;2015_2016
Schalke 04;Augsburg;1--1;33;Bundesliga;2015_2016
Stuttgart;Mainz;1--3;33;Bundesliga;2015_2016
Bremen;Stuttgart;6--2;32;Bundesliga;2015_2016
Leverkusen;Hertha;2--1;32;Bundesliga;2015_2016
Bayern;Monchengladbach;1--1;32;Bundesliga;2015_2016
Darmstadt;Frankfurt;1--2;32;Bundesliga;2015_2016
Dortmund;Wolfsburg;5--1;32;Bundesliga;2015_2016
Hannover;Schalke 04;1--3;32;Bundesliga;2015_2016
Hoffenheim;Ingolstadt;2--1;32;Bundesliga;2015_2016
Mainz;Hamburger SV;0--0;32;Bundesliga;2015_2016
Augsburg;FC Koln;0--0;32;Bundesliga;2015_2016
Frankfurt;Mainz;2--1;31;Bundesliga;2015_2016
Monchengladbach;Hoffenheim;3--1;31;Bundesliga;2015_2016
Schalke 04;Leverkusen;2--3;31;Bundesliga;2015_2016
FC Koln;Darmstadt;4--1;31;Bundesliga;2015_2016
Hertha;Bayern;0--2;31;Bundesliga;2015_2016
Ingolstadt;Hannover;2--2;31;Bundesliga;2015_2016
Stuttgart;Dortmund;0--3;31;Bundesliga;2015_2016
Wolfsburg;Augsburg;0--2;31;Bundesliga;2015_2016
Hamburger SV;Bremen;2--1;31;Bundesliga;2015_2016
Mainz;FC Koln;2--3;30;Bundesliga;2015_2016
Dortmund;Hamburger SV;3--0;30;Bundesliga;2015_2016
Bayern;Schalke 04;3--0;30;Bundesliga;2015_2016
Augsburg;Stuttgart;1--0;30;Bundesliga;2015_2016
